Name,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,Money_19,Money_20,OBP,SLG,OPS,GPA,SECA,TA,RC,RC27,XR,ISO,PSR,wOBA,BABIP,¿¬ºÀ»ó½Â·ü,¿¬ºÀ»ó½ÂÆø
¹Úµ¿¿ø,0.4431,0.4251,0.4842,0.4259,0.4176,0.3611,0.1,0.303,0.0256,0.0,0.4375,0.0909,0.3544,0.0,0.0769,0.3646,0.4348,0.0385,0.4483,0.537,0.4252,0.4727,0.0255,0.0778,0.7171,0.6588,0.6819,0.6904,0.4774,0.5876,0.502,0.502,0.4365,0.4827,0.0754,0.2666,0.6877,0.7186,0.635
³ë¼ö±¤,0.617,0.5839,0.2,0.6019,0.4353,0.3889,0.1,0.0606,0.6923,1.0,0.5625,0.0,0.5063,0.0,0.0769,0.4896,0.0435,0.1154,0.3707,0.3889,0.2205,0.3091,0.0962,0.0717,0.5783,0.3088,0.4157,0.4549,0.3335,0.4403,0.4471,0.4471,0.4033,0.1436,0.1544,0.1274,0.503,0.139,0.445
°­¹éÈ£,0.7412,0.6957,0.5895,0.6296,0.7294,0.75,0.1,0.3939,0.2308,0.5,0.0,0.3636,0.6962,0.4444,0.0769,0.6875,0.4783,0.1154,0.7241,0.5347,0.6378,0.5273,0.0376,0.0717,0.9117,0.7922,0.8396,0.8569,0.6176,0.8149,0.8226,0.8226,0.7782,0.528,0.4411,0.1307,1.0,0.4644,0.59
±è¼ºÇö,0.6729,0.6689,0.2632,0.3796,0.4824,0.3889,0.2,0.0303,0.1538,0.2,0.5,0.2727,0.3418,0.0,0.0769,0.2292,0.6522,1.0,0.6552,0.419,0.5984,0.3636,0.1023,0.0717,0.4548,0.2788,0.3486,0.3742,0.1463,0.2494,0.3948,0.3948,0.3192,0.1128,0.0711,0.0772,0.3502,0.1254,0.43
ÀÌÇüÁ¾,0.6936,0.6532,0.5684,0.4815,0.5706,0.6111,0.1,0.3939,0.1538,0.5,0.0625,0.9091,0.4557,0.1111,0.3846,0.5938,0.3913,0.0769,0.5603,0.4375,0.6142,0.4364,0.0578,0.0677,0.6784,0.6502,0.6614,0.6655,0.494,0.6035,0.6288,0.6288,0.6202,0.5096,0.3405,0.1357,0.5982,0.2712,0.53
ÃÖÀçÈÆ,0.6294,0.5503,0.2316,0.3981,0.5,0.4444,0.0,0.0909,0.0769,1.0,0.25,0.3636,0.6329,0.0,0.5385,0.4167,0.3913,0.2308,0.6466,0.338,0.4252,0.2909,0.0396,0.0677,0.8411,0.4406,0.5995,0.6577,0.3054,0.5471,0.5618,0.5618,0.5026,0.185,0.1244,0.1487,0.6991,0.4136,0.575
±èÇå°ï,0.6625,0.6353,0.3895,0.4907,0.5824,0.5,0.1,0.1515,0.2564,0.8,0.3125,0.5455,0.3924,0.1111,0.3077,0.2083,0.7826,0.0,0.7672,0.5671,0.5039,0.4909,0.0518,0.0636,0.694,0.5063,0.5808,0.608,0.2801,0.4792,0.5659,0.5659,0.4892,0.2542,0.2764,0.1133,0.5918,0.2881,0.535
À±¼®¹Î,0.0642,0.094,0.0842,0.0,0.0941,0.0556,0.0,0.0606,0.0,0.0,0.0,0.1818,0.0127,0.0,0.0,0.0312,0.1739,0.1923,0.1379,0.1343,0.126,0.1273,0.0861,0.0596,0.2815,0.2511,0.2631,0.2675,0.041,0.1442,0.1594,0.1594,0.076,0.1331,0.0,0.7116,0.2703,0.1254,0.44
°íÁ¾¿í,0.7578,0.8166,0.4947,0.6667,0.8,0.6389,0.7,0.0909,0.7949,1.0,0.0,0.1818,0.1519,0.1111,0.0385,0.7083,0.2174,0.1154,0.7241,0.7593,0.7165,0.7091,0.0336,0.0555,0.636,0.5955,0.6115,0.6174,0.2796,0.555,0.682,0.682,0.6257,0.2837,0.2269,0.0381,0.98,0.3966,0.56
³ëÁøÇõ,0.5031,0.4944,0.3579,0.4352,0.4059,0.5833,0.2,0.3939,0.0,0.1,0.375,0.2727,0.3165,0.2222,0.0769,0.6146,0.3043,0.1923,0.3448,0.3495,0.3465,0.2727,0.0295,0.0434,0.5501,0.6831,0.6303,0.611,0.5721,0.5357,0.4624,0.4624,0.4469,0.6451,0.0,0.2437,0.5428,0.3458,0.54
±ÇÈñµ¿,0.5507,0.4944,0.3368,0.3056,0.3882,0.4167,0.0,0.1818,0.0769,0.0,0.3125,0.2727,0.557,0.1111,0.2692,0.4062,0.4348,0.1538,0.681,0.3148,0.4882,0.3273,0.0457,0.0413,0.6795,0.4259,0.5265,0.5633,0.4311,0.4851,0.4688,0.4688,0.4213,0.2956,0.1659,0.1941,0.4629,0.1966,0.495
±èµ¿¿±,0.1325,0.1521,0.1684,0.1019,0.1118,0.0556,0.1,0.1818,0.0513,0.1,0.0,0.1818,0.0759,0.0,0.0769,0.2708,0.087,0.0385,0.1638,0.162,0.0866,0.1273,0.0639,0.0413,0.3094,0.3788,0.3513,0.3412,0.2758,0.2822,0.1907,0.1907,0.1412,0.3839,0.1244,0.5853,0.2427,0.1186,0.45
Àå¼º¿ì,0.5507,0.5347,0.3368,0.1944,0.4294,0.1389,0.0,0.2121,0.0,0.1,0.25,0.5455,0.3671,0.2222,0.0769,0.6771,0.4783,0.1923,0.4655,0.3194,0.4882,0.3636,0.0275,0.0413,0.5487,0.3797,0.4468,0.4713,0.1936,0.3402,0.3806,0.3806,0.3629,0.2011,0.0,0.147,0.6112,0.3525,0.54
½É¿ìÁØ,0.5921,0.5906,0.2,0.463,0.5059,0.3056,0.1,0.0909,0.6154,0.3,0.75,0.0909,0.2152,0.0,0.2308,0.4896,0.3043,0.4231,0.7241,0.287,0.3465,0.2909,0.0235,0.0393,0.5592,0.3833,0.4531,0.4786,0.2144,0.4249,0.4658,0.4658,0.4091,0.1418,0.2212,0.1199,0.6711,0.3898,0.545
½Åº»±â,0.5507,0.5548,0.1789,0.3611,0.4294,0.1944,0.0,0.0303,0.0769,0.3,0.3125,0.0909,0.2278,0.1111,0.3077,0.4271,0.3913,0.5769,0.5431,0.3495,0.4646,0.3091,0.0538,0.0373,0.5028,0.246,0.3479,0.3852,0.0123,0.2384,0.3442,0.3442,0.2793,0.0265,0.0622,0.1231,0.5285,0.1356,0.465
Áö¼®ÈÆ,0.0455,0.0492,0.0632,0.1019,0.0647,0.1944,0.0,0.0606,0.0,0.1,0.125,0.1818,0.0506,0.1111,0.2308,0.1667,0.2609,0.1923,0.0776,0.0648,0.0394,0.0364,0.0497,0.0373,0.4455,0.3535,0.39,0.4034,0.2518,0.2914,0.1588,0.1588,0.0939,0.2959,0.0,0.8476,0.4334,0.1525,0.475
Á¤ÁÖÇö,0.5756,0.557,0.1895,0.4537,0.3765,0.4722,0.2,0.0606,0.3846,0.6,1.0,0.0909,0.3165,0.0,0.0385,0.7292,0.4348,0.5,0.3879,0.1991,0.4094,0.2364,0.0247,0.0373,0.4117,0.3,0.3443,0.3605,0.2726,0.2935,0.2919,0.2919,0.2788,0.2036,0.1464,0.1491,0.506,0.3525,0.537
±è¼º¿í,0.3851,0.3579,0.2842,0.3148,0.2529,0.3889,0.1,0.2727,0.1538,0.4,0.5625,0.4545,0.2911,0.1111,0.1154,0.5,0.1739,0.0769,0.3362,0.338,0.2283,0.2727,0.0416,0.0353,0.4578,0.506,0.4869,0.4799,0.5088,0.4424,0.3238,0.3238,0.3131,0.5162,0.2986,0.321,0.3301,0.1831,0.49
Á¤Àº¿ø,0.9876,0.9776,0.5053,0.7315,0.7353,0.6944,0.6,0.2424,0.359,0.7,0.375,0.5455,0.5316,0.0,0.0,0.8333,0.2609,0.5,0.75,0.4583,0.6063,0.4182,0.0113,0.0353,0.5166,0.4727,0.4901,0.4965,0.3521,0.4241,0.6349,0.6349,0.6328,0.3392,0.4222,0.0038,0.5294,0.6102,0.565
³ªÁÖÈ¯,0.2029,0.2192,0.1158,0.0926,0.1588,0.1944,0.0,0.0909,0.0256,0.2,0.25,0.0909,0.0759,0.0,0.1154,0.3438,0.2609,0.0385,0.1466,0.1458,0.1417,0.1455,0.1185,0.0353,0.3266,0.2834,0.3006,0.3068,0.1394,0.1968,0.1713,0.1713,0.1204,0.2148,0.0622,0.4645,0.3928,0.0,0.3
·ùÁöÇõ,0.3499,0.3333,0.2632,0.2963,0.2706,0.1111,0.2,0.0,0.4615,0.5,0.375,0.2727,0.2278,0.0,0.2692,0.1979,0.2609,0.4231,0.4483,0.3194,0.3228,0.2909,0.0396,0.0292,0.5383,0.2413,0.3591,0.4023,0.1758,0.361,0.313,0.313,0.2437,0.0431,0.0,0.2734,0.4494,0.1559,0.48
¹ÚÂùÈ£,0.8157,0.8434,0.4211,0.5185,0.6353,0.3611,0.4,0.0606,1.0,0.6,0.3125,0.1818,0.2532,0.0,0.1538,0.6458,0.3478,0.6154,0.6379,0.5903,0.748,0.6545,0.0061,0.0292,0.4494,0.3235,0.3735,0.3918,0.212,0.3669,0.4985,0.4985,0.4637,0.1267,0.1578,0.009,0.544,0.7186,0.563
±è¿ëÀÇ,0.1304,0.1163,0.0842,0.287,0.0941,0.0833,0.3,0.0,0.2051,0.3,0.25,0.0909,0.2278,0.1111,0.0769,0.1771,0.0435,0.1923,0.2241,0.2222,0.1024,0.1455,0.0235,0.0292,0.5101,0.2231,0.337,0.3787,0.3227,0.3561,0.2098,0.2098,0.1411,0.142,0.0,0.5997,0.3743,0.2915,0.52
¿À¼±Áø,0.6335,0.5928,0.2842,0.3056,0.3824,0.3889,0.0,0.0909,0.1795,0.2,0.625,0.2727,0.4051,0.0,0.3846,0.5312,0.3478,0.4615,0.6121,0.4491,0.5039,0.4,0.0194,0.0292,0.4759,0.2467,0.3376,0.3709,0.2241,0.2943,0.3562,0.3562,0.3277,0.1512,0.1742,0.1231,0.3262,0.3458,0.53
ÀÌ»óÈ£,0.2257,0.2394,0.0316,0.2407,0.2471,0.1389,0.0,0.0,0.2564,0.5,0.5,0.2727,0.038,0.0,0.0769,0.0104,0.4348,0.1923,0.1983,0.0694,0.0315,0.0545,0.0214,0.0272,0.4737,0.2978,0.3676,0.3932,0.0059,0.2563,0.2503,0.2503,0.1569,0.0183,0.0,0.404,0.5221,0.2949,0.52
±èÇý¼º,0.4969,0.4944,0.2421,0.4907,0.4294,0.3889,0.7,0.0,0.5128,0.3,0.25,0.3636,0.2911,0.1111,0.0769,0.6667,0.1739,0.5769,0.4483,0.412,0.3937,0.3455,0.0174,0.0272,0.5744,0.441,0.4939,0.5133,0.3575,0.4844,0.4276,0.4276,0.3986,0.2392,0.0,0.1694,0.8277,0.3559,0.53
Ã¤ÅÂÀÎ,0.0725,0.0895,0.2105,0.0648,0.1118,0.25,0.0,0.1515,0.0,0.0,0.0,0.1818,0.0633,0.1111,0.0769,0.25,0.2174,0.0385,0.1034,0.1852,0.126,0.1636,0.07,0.0272,0.4567,0.5598,0.5189,0.5039,0.4277,0.4071,0.2067,0.2067,0.1511,0.5118,0.0,0.7722,0.5681,0.0407,0.4
¿ÀÅÂ°ï,0.5072,0.5034,0.2737,0.5463,0.3824,0.3889,0.1,0.1818,0.4872,0.2,0.1875,0.1818,0.3165,0.0,0.1538,0.5938,0.3478,0.3462,0.4741,0.2917,0.3701,0.2545,0.0214,0.0251,0.5127,0.4152,0.4539,0.4681,0.3991,0.4411,0.3903,0.3903,0.3666,0.3022,0.3782,0.1909,0.5295,0.2746,0.515
±è¹ÎÇõ,0.7743,0.7584,0.2421,0.5926,0.6353,0.2222,0.1,0.0,0.5641,1.0,0.3125,0.4545,0.3291,0.0,0.5,0.4167,0.3478,0.1538,0.6207,0.4907,0.5827,0.4364,0.0049,0.0231,0.6124,0.2956,0.4213,0.4673,0.0574,0.371,0.5372,0.5372,0.4721,0.002,0.0,0.0249,0.6139,0.6542,0.551
±èÅÂÁø,0.5217,0.5526,0.3895,0.3704,0.4706,0.3333,0.5,0.1515,0.3077,0.4,0.3125,0.2727,0.1266,0.0,0.0385,0.4792,0.1304,0.1154,0.4914,0.5139,0.4961,0.4545,0.0024,0.0231,0.4662,0.4874,0.479,0.4759,0.2469,0.3969,0.4346,0.4346,0.3862,0.3101,0.2927,0.1503,0.6235,0.7966,0.557
ÀÌÇÐÁÖ,0.5983,0.5772,0.2842,0.3611,0.4588,0.3333,0.3,0.2121,0.3846,0.5,0.3125,0.3636,0.3291,0.0,0.3846,0.7083,0.1304,0.7308,0.5259,0.3426,0.4724,0.3273,0.0,0.0231,0.5752,0.4588,0.505,0.5219,0.3435,0.4819,0.4723,0.4723,0.4595,0.3188,0.3958,0.141,0.6209,1.0,0.563
ÀÓº´¿í,0.5631,0.5638,0.3368,0.3241,0.4059,0.4167,0.5,0.0,0.2564,0.2,0.375,0.0,0.2152,0.0,0.4231,0.9271,0.2609,0.1538,0.6121,0.4352,0.5197,0.4182,0.0295,0.0223,0.4683,0.3144,0.3754,0.3978,0.201,0.3167,0.3219,0.3219,0.3138,0.1805,0.0,0.1344,0.734,0.1695,0.488
ÀÌÃ¢Áø,0.6687,0.6107,0.4105,0.4907,0.5,0.6389,0.1,0.1818,0.2051,0.8,0.25,0.4545,0.6456,0.0,0.1538,0.7396,0.3478,0.1923,0.6293,0.4259,0.5197,0.4182,0.0016,0.0211,0.6988,0.4948,0.5757,0.6054,0.4653,0.5323,0.5247,0.5247,0.5166,0.3424,0.2843,0.1405,0.6819,0.8,0.554
ÃÖ¿µÁø,0.265,0.2774,0.1158,0.2315,0.2353,0.3611,0.1,0.1515,0.1026,0.1,0.5,0.0,0.1013,0.2222,0.0769,0.2708,0.1739,0.3077,0.3448,0.1574,0.1732,0.1636,0.0105,0.0191,0.4314,0.4842,0.4633,0.4556,0.3456,0.3722,0.2869,0.2869,0.2241,0.4012,0.1843,0.418,0.4641,0.3831,0.527
¹Ú½Â¿í,0.2029,0.2148,0.0632,0.1852,0.1706,0.0278,0.4,0.0909,0.1026,0.1,0.375,0.0,0.1013,0.0,0.0769,0.3021,0.2174,0.1923,0.2155,0.1343,0.0787,0.0727,0.0158,0.0191,0.3859,0.3378,0.3569,0.3639,0.2003,0.2747,0.218,0.218,0.1545,0.2528,0.1422,0.4494,0.4469,0.2814,0.514
ÇÑ½ÂÅÃ,0.2919,0.2774,0.1895,0.1667,0.1941,0.1944,0.1,0.0909,0.0256,0.0,0.4375,0.1818,0.2658,0.1111,0.0385,0.6354,0.3478,0.1923,0.25,0.338,0.2598,0.2909,0.0133,0.0191,0.4436,0.2849,0.3479,0.3709,0.2691,0.2715,0.2011,0.2011,0.181,0.2136,0.0622,0.3657,0.5924,0.322,0.52
ÃÖÇ×,0.0,0.0,0.0526,0.0741,0.0353,0.0833,0.0,0.0,0.0513,0.0,0.0625,0.0909,0.1266,0.0,0.0769,0.0312,0.1304,0.1154,0.0,0.1204,0.0079,0.0909,0.0336,0.017,0.5356,0.1925,0.3287,0.3785,0.221,0.2938,0.1649,0.1649,0.0795,0.0554,0.0,0.9803,0.3968,0.1017,0.465
Àå¿µ¼®,0.5507,0.5481,0.5579,0.3426,0.4059,0.3611,0.0,0.2121,0.0,0.0,0.0,0.4545,0.2658,0.0,0.3462,0.5833,0.6087,0.3846,0.3966,0.5347,0.6299,0.5273,0.0105,0.017,0.4876,0.3936,0.4309,0.4446,0.2381,0.3235,0.3602,0.3602,0.3381,0.2807,0.0,0.1595,0.4569,0.3525,0.522
ÀÌ¿øÀç,0.2857,0.2886,0.2842,0.25,0.2529,0.25,0.0,0.2424,0.0256,0.2,0.3125,0.2727,0.1772,0.0,0.0385,0.2708,0.2174,0.1538,0.2586,0.3102,0.2598,0.2727,0.0093,0.0154,0.4908,0.5265,0.5123,0.5071,0.359,0.4087,0.3194,0.3194,0.2665,0.4374,0.0737,0.3904,0.426,0.3525,0.521
Á¶¿ëÈ£,0.1325,0.1365,0.1053,0.1019,0.1882,0.1111,0.3,0.0,0.0769,0.4,0.125,0.0,0.1899,0.0,0.0,0.0729,0.0,0.0,0.2845,0.331,0.2126,0.2727,0.0053,0.015,0.7027,0.426,0.5358,0.576,0.2159,0.4598,0.2985,0.2985,0.1997,0.1514,0.0,0.5749,0.7433,0.4644,0.53
ÃÖ¿øÁØ,0.2236,0.2349,0.0947,0.2685,0.1353,0.25,0.3,0.0303,0.2051,0.4,0.125,0.0909,0.1266,0.0,0.1538,0.3125,0.1739,0.2308,0.2069,0.169,0.1654,0.1636,0.0295,0.015,0.2912,0.2367,0.2583,0.2663,0.2564,0.2295,0.1708,0.1708,0.1222,0.2392,0.0737,0.4286,0.2353,0.1085,0.47
Á¤ÈÆ,0.1553,0.1409,0.0842,0.2037,0.1176,0.0556,0.1,0.0606,0.1026,0.3,0.1875,0.0909,0.2152,0.1111,0.1923,0.2708,0.1739,0.1538,0.2069,0.1528,0.126,0.0909,0.0214,0.0126,0.5448,0.2498,0.3669,0.4097,0.2334,0.3326,0.2074,0.2074,0.1478,0.1487,0.1106,0.5554,0.4496,0.1424,0.484
À¯¹Î»ó,0.1139,0.1074,0.1789,0.1759,0.1647,0.3611,0.0,0.1515,0.0,0.0,0.0,0.0,0.2278,0.0,0.1154,0.1458,0.2609,0.1154,0.1638,0.2315,0.0709,0.2,0.0065,0.0109,0.7927,0.7064,0.7407,0.7532,0.6527,0.6732,0.3213,0.3213,0.2414,0.5736,0.0,0.7081,0.7273,0.3458,0.517
ÀåÁøÇõ,0.4182,0.4206,0.1579,0.3519,0.3353,0.3889,0.5,0.0303,0.3333,0.5,0.125,0.0909,0.2532,0.0,0.1923,0.5521,0.1739,0.1154,0.3793,0.3287,0.3307,0.2545,0.0044,0.0101,0.5275,0.3988,0.4498,0.4686,0.3263,0.4122,0.3451,0.3451,0.306,0.2622,0.077,0.2337,0.6582,0.3898,0.52
±èÂùÇü,0.0145,0.0313,0.0316,0.1111,0.0941,0.0556,0.2,0.0303,0.0769,0.4,0.125,0.0909,0.0,0.0,0.1538,0.0,0.0435,0.1154,0.1724,0.0694,0.0,0.0182,0.0065,0.0101,0.5375,0.4214,0.4674,0.4843,0.0986,0.3631,0.2065,0.2065,0.1128,0.207,0.0622,0.9027,0.5987,0.3288,0.515
¹Ú°è¹ü,0.118,0.0917,0.1684,0.2037,0.1176,0.1667,0.1,0.1212,0.1282,0.1,0.375,0.2727,0.2025,0.0,0.1923,0.25,0.3043,0.3462,0.1897,0.125,0.0945,0.1455,0.0012,0.0089,0.6622,0.5064,0.5682,0.5909,0.5252,0.5432,0.2518,0.2518,0.1972,0.4148,0.1843,0.6883,0.6148,0.4915,0.525
±è±Ô¹Î,0.2133,0.2125,0.1579,0.2685,0.1882,0.1667,0.1,0.0909,0.0513,0.4,0.0,0.1818,0.2025,0.0,0.1538,0.4896,0.1739,0.0385,0.2672,0.2153,0.2441,0.1818,0.0125,0.0085,0.544,0.3653,0.4362,0.4622,0.2407,0.3555,0.2318,0.2318,0.1948,0.2367,0.0995,0.4524,0.7226,0.1864,0.496
°­·ÎÇÑ,0.3292,0.3602,0.1684,0.3148,0.2706,0.3611,0.6,0.1212,0.1795,0.1,0.0625,0.0909,0.0886,0.0,0.1154,0.8958,0.1304,0.7692,0.2672,0.2315,0.1811,0.2182,0.0008,0.0081,0.3626,0.475,0.4304,0.4141,0.3655,0.3614,0.2468,0.2468,0.2501,0.4323,0.2111,0.3084,0.8577,0.4915,0.524
ÇÑµ¿Èñ,0.1242,0.1342,0.0,0.0741,0.0882,0.1944,0.0,0.0606,0.0256,0.0,0.0,0.1818,0.1519,0.0,0.0,0.375,0.1304,0.3462,0.1897,0.0046,0.0709,0.0182,0.0089,0.0057,0.3299,0.2339,0.272,0.286,0.264,0.2156,0.1455,0.1455,0.1044,0.2157,0.0553,0.6065,0.3865,0.1966,0.498
³ªÁ¾´ö,0.1284,0.1298,0.0421,0.0741,0.0,0.0556,0.0,0.0909,0.0,0.0,0.4375,0.1818,0.038,0.0,0.2308,0.6979,0.2174,0.1923,0.0603,0.0,0.0472,0.0,0.0065,0.0041,0.0,0.0,0.0,0.0,0.0851,0.0,0.0,0.0,0.0,0.1767,0.0,0.6085,0.0202,0.2102,0.5
ÇãÀÏ,0.0311,0.0492,0.0842,0.0926,0.0882,0.0556,0.0,0.0303,0.0513,0.1,0.0,0.0,0.0759,0.0,0.0385,0.0729,0.0435,0.0385,0.181,0.2708,0.1024,0.1818,0.0012,0.0032,0.5072,0.2829,0.3719,0.4045,0.1086,0.2891,0.1902,0.1902,0.1022,0.0853,0.0553,0.8313,0.5542,0.3356,0.511
ÀÌ¿ì¼º,0.0435,0.0537,0.1368,0.1389,0.0588,0.0556,0.0,0.1818,0.0,0.0,0.0625,0.1818,0.0759,0.0,0.0769,0.1979,0.1304,0.0385,0.0345,0.2083,0.0866,0.1273,0.0053,0.0028,0.3736,0.4467,0.4177,0.4071,0.3723,0.3394,0.1762,0.1762,0.1198,0.4726,0.0,0.846,0.2552,0.2102,0.5
¿ÀÀ±¼®,0.1677,0.1588,0.1263,0.1574,0.1235,0.0,0.0,0.0303,0.0,0.0,0.25,0.3636,0.1772,0.1111,0.0769,0.2292,0.1739,0.1923,0.2414,0.2454,0.1575,0.2182,0.0012,0.0028,0.4265,0.1392,0.2532,0.2949,0.0523,0.1845,0.181,0.181,0.1219,0.0,0.0,0.5035,0.361,0.322,0.51
³ë½ÃÈ¯,0.0932,0.1119,0.0421,0.1389,0.0588,0.1667,0.1,0.0303,0.0513,0.2,0.0625,0.0909,0.0633,0.0,0.0769,0.5312,0.1304,0.2692,0.1552,0.1343,0.0709,0.0909,0.0,0.0,0.2111,0.1719,0.1875,0.1931,0.1604,0.1333,0.0808,0.0808,0.0531,0.1891,0.0553,0.6642,0.5352,0.2847,0.506
